# Legalization file
0 0      1 16      2295 144
12155   1092.47 2036.1675    16 16
12156   855.8724 324.3667    8 16
12157   20.806705 1169.2292    8 16
12158   338.45215 2040.1396    18 16
12159   26.587097 207.28357    8 16
12160   356.32275 950.0537    6 16
12161   678.7262 2176.4622    2 16
12162   663.1208 112.51488    14 16
12163   572.15924 1123.3793    26 16
12164   823.9082 615.4298    4 16
12165   1162.4004 1465.5764    14 16
12166   263.6947 1509.0979    2 16
12167   162.21828 136.8714    28 16
12168   444.43173 1527.6053    2 16
12169   122.76169 345.67368    6 16
12170   247.53336 111.73433    8 16
12171   1436.6865 442.1331    24 16
12172   1411.9843 529.91113    24 16
12173   356.15082 1996.6243    10 16
12174   1600.3147 15.641129    72 112
12175   604.96136 336.6986    14 16
12176   683.3662 763.51135    14 16
12177   727.0149 36.309216    8 16
12178   658.86414 748.4613    8 16
12179   295.365 356.50787    6 16
12180   562.1431 845.2432    14 16
12181   1772.5505 1907.5367    72 112
12182   1831.1393 1160.3954    4 16
12183   795.36096 1646.0294    6 16
12184   596.45166 896.1102    2 16
12185   107.51892 1128.4702    6 16
12186   730.80396 2000.3523    16 16
12187   447.38293 628.39014    6 16
12188   66.330925 624.0966    10 16
12189   1646.093 1549.4609    24 16
12190   385.10666 2264.3599    8 16
12191   113.9482 240.4371    4 16
12192   1191.072 1018.66895    4 16
12193   301.24786 572.86145    2 16
12194   561.8224 2005.6738    4 16
12195   253.37314 1357.1624    14 16
12196   210.33449 716.275    6 16
12197   646.845 614.36035    4 16
12198   195.85973 516.3236    4 16
12199   320.95938 914.4306    10 16
12200   7.58582 1064.5684    14 16
12201   1666.7489 162.69449    24 16
12202   786.13855 320.77893    14 16
12203   849.82056 1457.701    6 16
12204   164.16653 1627.8059    16 16
12205   434.9416 592.4541    14 16
12206   1611.0566 1219.179    24 16
12207   509.59375 653.38477    8 16
12208   186.81413 118.749374    16 16
12209   546.65906 254.70886    8 16
12210   1384.2626 2126.5952    42 16
12211   392.53168 256.28342    2 16
12212   801.81934 850.5391    8 16
12213   153.73186 1033.9731    6 16
12214   301.13098 49.30449    18 16
12215   796.8622 2276.9504    8 16
12216   518.7402 486.01288    8 16
12217   803.28705 395.82953    6 16
12218   263.36395 1528.7593    2 16
12219   31.997246 1230.615    8 16
12220   668.4407 1190.011    6 16
12221   503.4749 829.95636    8 16
12222   378.58762 1046.9236    4 16
12223   639.9336 263.3496    6 16
12224   14.188797 80.72456    8 16
12225   276.12433 2104.975    12 16
12226   599.0525 574.7538    14 16
12227   603.58923 1139.5908    2 16
12228   868.2357 714.1516    14 16
12229   811.71643 624.5467    6 16
12230   1090.2372 647.13403    24 16
12231   428.22815 1663.0482    16 16
12232   549.3479 1676.438    8 16
12233   251.08075 1596.2429    2 16
12234   10.650265 1220.3147    14 16
12235   615.4812 468.0008    8 16
12236   304.88702 1462.39    16 16
12237   593.89355 990.4894    2 16
12238   1001.31134 872.7025    4 16
12239   620.1946 958.6886    2 16
12240   1349.7018 313.13107    42 16
12241   297.0556 865.2466    6 16
12242   306.91107 557.4706    8 16
12243   474.55344 1501.1724    8 16
12244   63.055054 682.27734    6 16
12245   28.309597 559.4302    6 16
12246   582.1697 96.430466    6 16
12247   500.33398 1313.1987    14 16
12248   760.5405 279.1383    2 16
12249   376.0951 983.0956    6 16
12250   354.5919 229.58868    6 16
12251   263.5813 142.60507    6 16
12252   549.56506 2082.6892    14 16
12253   228.23715 588.9244    4 16
12254   827.70197 148.50893    6 16
12255   270.16565 859.6432    16 16
12256   433.23227 646.48413    14 16
12257   407.4654 638.20685    2 16
12258   248.94525 383.05194    18 16
12259   174.62064 936.4287    28 16
12260   762.71216 1648.3269    14 16
12261   727.85455 1519.249    2 16
12262   750.0978 2145.412    6 16
12263   580.80896 248.16    8 16
12264   695.12933 193.09204    8 16
12265   740.1963 236.0315    8 16
12266   402.17612 96.080795    14 16
12267   15.16176 474.62274    8 16
12268   1075.3479 656.8054    24 16
12269   106.11531 1099.4658    14 16
12270   1014.0487 426.39288    14 16
12271   245.53479 1355.2229    6 16
12272   252.16617 1222.0583    16 16
12273   225.96764 775.21313    2 16
12274   849.89014 1507.52    14 16
12275   217.50366 201.69295    8 16
12276   860.76575 649.2919    4 16
12277   1063.605 672.8237    12 16
12278   324.7339 1000.35486    6 16
12279   410.5863 2015.8823    4 16
12280   1667.989 481.2358    6 16
12281   68.09101 549.8358    8 16
12282   749.4175 1203.4156    6 16
12283   834.67084 1680.3557    16 16
12284   1122.2416 963.67584    42 16
12285   476.08942 70.797516    2 16
12286   182.20024 1404.9426    12 16
12287   561.22327 2025.1775    6 16
12288   230.06403 1162.8938    20 16
12289   150.03226 1512.1425    14 16
12290   569.24475 2005.1196    10 16
12291   594.0552 2269.2104    14 16
12292   475.2049 230.79944    8 16
12293   708.4467 1049.2529    8 16
12294   611.0055 222.40828    6 16
12295   687.2156 1120.7542    8 16
12296   1169.0393 1582.2917    24 16
12297   766.3058 845.76874    4 16
12298   24.364075 383.34445    20 16
12299   50.022045 436.02347    20 16
12300   423.4474 2001.9036    14 16
12301   103.76213 932.7032    6 16
12302   638.7883 574.0051    12 16
12303   551.14124 954.79333    8 16
12304   852.6815 1438.6609    8 16
12305   534.49817 1484.721    6 16
12306   559.4021 1627.578    8 16
12307   261.7553 1470.708    14 16
12308   57.17225 459.90594    28 16
12309   510.7801 915.24915    14 16
12310   244.50778 913.0842    2 16
12311   462.4204 823.01917    16 16
12312   40.199455 878.1204    8 16
12313   552.52246 2015.199    4 16
12314   835.99756 1101.3844    16 16
12315   329.98367 1359.5879    4 16
12316   736.0186 2159.826    14 16
12317   1254.8176 1748.0198    12 16
12318   136.41284 569.56793    4 16
12319   639.577 314.87662    14 16
12320   776.16064 1507.3533    8 16
12321   22.563087 435.7185    20 16
12322   721.8876 2252.98    14 16
12323   752.0978 2140.4429    2 16
12324   658.5185 601.78625    18 16
12325   77.57979 572.9326    8 16
12326   251.97665 678.54553    4 16
12327   563.72644 79.411934    10 16
12328   25.997246 1240.071    20 16
12329   714.4291 1267.2549    8 16
12330   883.57874 703.7969    6 16
12331   287.62778 79.42261    8 16
12332   652.9324 879.3969    6 16
12333   294.549 845.4886    14 16
12334   518.7719 149.56091    4 16
12335   193.06311 650.5906    14 16
12336   1642.1992 1574.085    42 16
12337   674.65424 1320.8201    4 16
12338   535.2442 847.677    8 16
12339   192.16766 726.8938    14 16
12340   735.3473 1558.7255    8 16
12341   148.17206 1530.656    14 16
12342   592.06177 49.84778    8 16
12343   1537.5018 1632.0631    101 80
12344   270.36514 292.2026    8 16
12345   74.26828 1327.4482    16 16
12346   266.90765 2155.9736    8 16
12347   443.3899 129.33282    4 16
12348   501.42432 388.16382    4 16
12349   577.47955 2232.393    14 16
12350   535.4297 2081.4614    16 16
12351   506.08533 281.5926    8 16
12352   426.26294 213.56265    2 16
12353   340.53928 421.88733    6 16
12354   501.54315 442.4482    12 16
12355   168.62074 1036.8862    12 16
12356   1757.5385 30.852104    101 80
12357   313.26495 714.0183    4 16
12358   767.6879 47.72682    8 16
12359   516.4375 653.38477    8 16
12360   732.6717 1236.5725    4 16
12361   354.19806 1028.5359    6 16
12362   814.63 745.8485    14 16
12363   104.67943 878.27026    14 16
12364   183.32327 809.0023    6 16
12365   781.61615 1002.3355    6 16
12366   887.3715 974.2717    6 16
12367   147.9928 734.4956    4 16
12368   328.24426 230.63545    8 16
12369   839.4889 130.3179    8 16
12370   753.0913 1538.1743    6 16
12371   455.04303 576.80884    6 16
12372   174.50371 1360.1577    12 16
12373   715.27234 1355.8572    6 16
12374   695.5951 504.35974    2 16
12375   330.2829 2291.2893    6 16
12376   237.1103 886.40515    6 16
12377   1485.0164 2036.2385    42 16
12378   238.06415 176.70435    4 16
12379   1080.6948 999.8853    12 16
12380   416.79956 2112.3853    12 16
12381   625.46326 1323.605    8 16
12382   533.9883 133.45819    10 16
12383   538.91785 552.2589    14 16
12384   522.61945 239.50803    4 16
12385   200.50317 1484.7698    2 16
12386   484.95416 251.13336    6 16
12387   42.26975 106.26944    8 16
12388   93.93525 518.86694    8 16
12389   328.16208 668.71906    14 16
12390   834.24225 924.3048    6 16
12391   489.03244 1612.9292    8 16
12392   792.2849 173.73514    2 16
12393   475.92435 2101.9463    20 16
12394   66.327225 422.60443    8 16
12395   513.3927 383.7876    2 16
12396   1448.852 475.98425    16 16
12397   576.40857 698.152    2 16
12398   785.1715 943.14575    26 16
12399   477.8634 2217.194    14 16
12400   1086.5538 549.8533    4 16
12401   364.99957 413.08932    8 16
12402   1547.1439 6.3982162    63 128
12403   1138.8491 1234.0732    4 16
12404   666.10187 1266.9812    4 16
12405   840.5056 450.6847    14 16
12406   706.3396 164.28447    14 16
12407   783.1533 215.79796    14 16
12408   1244.8732 583.0349    84 96
12409   797.7528 214.29912    14 16
12410   528.96564 1395.1431    14 16
12411   736.864 1425.6338    6 16
12412   169.27124 691.6614    6 16
12413   361.2936 499.79388    16 16
12414   460.31473 1438.4497    8 16
12415   711.0065 725.6422    14 16
12416   1163.4004 1257.1484    4 16
12417   346.09308 1151.2334    14 16
12418   120.94322 1467.7441    2 16
12419   353.25467 761.54175    4 16
12420   1682.2988 482.23184    4 16
12421   482.24707 1399.4066    14 16
12422   730.3231 403.77054    12 16
12423   -1.083477 154.51253    28 16
12424   118.56055 743.3282    12 16
12425   344.05634 192.75903    4 16
12426   186.42578 1097.4688    2 16
12427   527.78906 236.26634    6 16
12428   20.377733 55.15802    4 16
12429   439.66077 736.20105    2 16
12430   16.007677 63.131317    8 16
12431   324.89642 953.54346    12 16
12432   632.00055 789.2393    6 16
12433   853.8724 302.16293    12 16
12434   828.47955 1009.78485    10 16
12435   188.83107 425.2509    4 16
12436   363.15863 175.63492    4 16
12437   566.53076 2085.9287    6 16
12438   88.92756 1064.6399    10 16
12439   850.68616 2234.7188    14 16
12440   650.9004 2266.9866    14 16
12441   362.81818 469.648    16 16
12442   492.42935 234.92496    4 16
12443   348.6563 701.2305    4 16
12444   119.01247 1478.7932    2 16
12445   254.4935 1560.005    16 16
12446   661.4884 1645.9202    14 16
12447   250.97403 1153.667    20 16
12448   244.98688 6.446951    18 16
12449   242.4392 2159.6563    6 16
12450   446.6399 1455.6979    8 16
12451   1254.935 698.83325    42 16
12452   667.4623 2114.301    4 16
12453   600.1127 973.8751    26 16
12454   147.84721 287.00977    2 16
12455   236.44876 560.59143    8 16
12456   53.699314 559.1915    6 16
12457   669.8626 356.68512    6 16
12458   864.7976 1448.5336    2 16
12459   727.37213 1280.1965    16 16
12460   545.25946 1647.4523    8 16
12461   362.14777 2207.131    14 16
12462   460.10272 2101.9463    20 16
12463   92.2691 763.00024    10 16
12464   348.0648 393.33743    4 16
12465   553.0641 570.14264    14 16
12466   522.73346 2236.2842    2 16
12467   547.1383 503.18378    8 16
12468   103.47601 1013.9471    4 16
12469   234.75417 1412.3254    6 16
12470   624.80005 355.0296    12 16
12471   54.96601 903.23975    8 16
12472   1633.4396 1472.0032    42 16
12473   698.24194 1347.0635    6 16
12474   439.80182 2117.7017    14 16
12475   281.25372 535.02856    2 16
12476   662.0438 2177.713    2 16
12477   141.39432 1052.4834    10 16
12478   684.80444 799.9623    8 16
12479   151.74866 1171.6814    12 16
12480   381.82758 1167.944    2 16
12481   144.83539 1445.6458    16 16
12482   -0.13991284 189.4765    6 16
12483   189.11234 49.585655    8 16
12484   476.23282 1403.3325    6 16
12485   308.1787 218.49873    2 16
12486   757.3627 99.44382    6 16
12487   838.45276 285.1169    14 16
12488   93.51967 404.2633    8 16
12489   700.50024 1472.2563    6 16
12490   826.59033 653.945    8 16
12491   418.2843 1197.9609    8 16
12492   1510.0137 1298.3556    84 96
12493   254.05307 1185.0011    12 16
12494   735.864 1440.0125    8 16
12495   296.51 1278.0737    2 16
12496   850.8799 1046.3638    16 16
12497   565.80945 1610.401    4 16
12498   254.97403 1171.0404    12 16
12499   594.37744 556.7859    14 16
12500   50.520813 280.98993    6 16
12501   852.9856 164.6968    8 16
12502   446.3601 1580.609    8 16
12503   726.1818 1199.6868    14 16
12504   733.0112 2043.3223    12 16
12505   443.015 1347.8157    14 16
12506   261.13794 2213.662    8 16
12507   75.34587 980.9578    2 16
12508   554.29755 1068.5725    4 16
12509   589.9264 67.12599    4 16
12510   579.06836 2139.5083    2 16
12511   699.71436 1251.9766    6 16
12512   469.8979 1348.0132    14 16
12513   547.80585 63.431854    10 16
12514   489.48773 1364.502    10 16
12515   727.15 994.9922    14 16
12516   516.33984 1594.7911    10 16
12517   267.69586 1596.2429    14 16
12518   716.6924 17.683508    6 16
12519   266.89508 269.14825    8 16
12520   874.00757 65.436966    6 16
12521   359.7782 1167.944    20 16
12522   92.01611 1074.7217    8 16
12523   323.47833 215.14821    18 16
12524   434.81555 850.84033    16 16
12525   516.91766 248.1525    8 16
12526   641.76794 1335.2424    8 16
12527   808.8115 656.04486    8 16
12528   879.2552 1558.4358    6 16
12529   793.20886 1005.9271    12 16
12530   87.237 432.7704    20 16
12531   446.3601 1589.5886    8 16
12532   676.176 164.743    18 16
12533   -0.5029979 347.88876    8 16
12534   652.1163 1084.3058    16 16
12535   695.5951 495.24677    2 16
12536   697.71436 1243.8291    10 16
12537   107.85596 897.3688    14 16
12538   9.395023 313.56665    6 16
12539   226.81876 521.9166    12 16
12540   35.189312 116.20428    4 16
12541   657.6404 540.1663    8 16
12542   456.11786 1485.5345    12 16
12543   81.69497 85.60826    12 16
12544   744.98914 1676.0364    14 16
12545   445.61725 60.314186    8 16
12546   226.62027 632.04407    8 16
12547   721.3677 1649.9867    8 16
12548   813.3084 812.34314    4 16
12549   134.50388 50.118855    28 16
12550   852.2234 667.8504    10 16
12551   632.669 2034.8108    6 16
12552   468.53394 1481.2196    2 16
12553   336.02472 1390.6619    14 16
12554   836.4971 1484.9028    4 16
12555   244.15543 2062.034    2 16
12556   358.24307 1595.0454    16 16
12557   1092.6145 542.1532    4 16
12558   839.4613 730.63696    14 16
12559   718.0665 368.92984    6 16
12560   139.03195 1169.3909    12 16
12561   592.3572 1581.7966    12 16
12562   164.50563 372.5381    6 16
12563   549.3151 2249.8765    16 16
12564   302.82678 2121.941    6 16
12565   214.39471 16.340221    16 16
12566   413.49384 1166.1885    8 16
12567   57.865734 1283.1448    8 16
12568   467.55865 1445.8013    2 16
12569   707.20416 2086.8584    6 16
12570   96.07291 1656.0117    701 384
12571   569.70654 832.9625    2 16
12572   729.4547 1668.885    2 16
12573   956.5002 1464.4004    42 16
12574   340.08606 576.2981    4 16
12575   333.3117 297.30722    2 16
12576   234.24724 2194.7551    14 16
12577   471.81305 268.49695    16 16
12578   135.20767 119.73961    28 16
12579   313.9279 893.0025    2 16
12580   778.1107 684.5067    8 16
12581   515.1777 546.90137    4 16
12582   162.58142 1613.9015    16 16
12583   890.36206 2235.4546    2 16
12584   505.76566 132.80022    8 16
12585   14.41741 682.9158    8 16
12586   829.3104 765.1857    8 16
12587   55.959305 787.3572    6 16
12588   129.02036 910.89954    12 16
12589   763.6147 448.60294    2 16
12590   523.1398 2117.415    12 16
12591   385.10666 2274.0952    8 16
12592   366.0935 1037.5951    8 16
12593   117.13248 821.69696    6 16
12594   392.77887 2176.9233    8 16
12595   618.98096 1232.7034    14 16
12596   407.34467 801.46826    16 16
12597   75.21396 890.63666    14 16
12598   1422.9843 539.1231    2 16
12599   674.30273 2004.2002    14 16
12600   1200.9221 1790.6907    42 16
12601   628.91266 1680.9894    8 16
12602   254.16617 1239.1321    12 16
12603   675.94995 234.10803    6 16
12604   701.35504 1559.3911    6 16
12605   707.94934 923.94226    6 16
12606   262.01788 653.76654    6 16
12607   585.65955 141.5877    14 16
12608   774.5159 904.928    2 16
12609   594.2398 1262.1619    14 16
12610   190.0848 -1.4187818    8 16
12611   399.50052 1150.9397    14 16
12612   642.61566 2096.2773    6 16
12613   892.02203 547.561    42 16
12614   260.36273 468.34882    8 16
