# Legalization file
2360 148   0.0 0.0     1.0 16.0
23023   135.38087 1915.6196    6 16
23024   1409.1423 1914.0605    6 16
23025   197.98251 2258.8599    6 16
23026   22.703869 979.7223    14 16
23027   1151.2683 2036.704    8 16
23028   642.8752 1778.6128    6 16
23029   1352.4462 1417.7664    8 16
23030   665.76843 532.1543    12 16
23031   888.5773 1510.0476    8 16
23032   465.12277 1365.0527    4 16
23033   1880.7988 1924.5939    2 16
23034   1669.8723 427.1663    8 16
23035   1220.1365 75.64226    14 16
23036   489.58914 2044.2756    10 16
23037   990.9653 866.5493    8 16
23038   1864.2075 2144.0464    2 16
23039   1250.1426 757.56213    14 16
23040   384.57434 733.1501    12 16
23041   864.87646 1233.3059    8 16
23042   536.06506 889.3193    14 16
23043   1609.5491 966.94293    8 16
23044   610.7618 256.25507    6 16
23045   1420.7439 1175.6664    8 16
23046   614.03345 223.07407    6 16
23047   1840.6578 1839.9795    6 16
23048   1808.0115 2193.9717    8 16
23049   1244.2972 114.035355    6 16
23050   105.75726 1069.1492    6 16
23051   1095.8429 2255.2476    14 16
23052   413.13733 2199.1465    14 16
23053   1385.6653 1316.5476    6 16
23054   1427.8792 31.242134    8 16
23055   1177.5022 2229.5527    14 16
23056   719.81104 2043.146    12 16
23057   285.2834 1090.5686    12 16
23058   866.6179 1338.3174    14 16
23059   950.9376 1764.0208    18 16
23060   100.34747 1226.5847    18 16
23061   1760.8798 599.20966    18 16
23062   306.72504 1923.9702    6 16
23063   1126.1116 531.1063    14 16
23064   295.93524 813.0587    8 16
23065   300.92694 84.272606    6 16
23066   140.26797 502.5592    12 16
23067   1590.657 2118.1826    14 16
23068   439.5279 239.98878    8 16
23069   1389.9047 1399.1875    2 16
23070   1792.0374 961.1347    12 16
23071   89.66353 661.0557    12 16
23072   1257.0576 1218.7375    14 16
23073   1447.5892 1680.5405    14 16
23074   70.48166 1127.8689    12 16
23075   991.89484 361.6662    8 16
23076   526.79675 289.38806    8 16
23077   835.33575 755.9713    12 16
23078   556.8287 1635.4526    6 16
23079   70.03682 734.53735    12 16
23080   1249.5759 1479.859    2 16
23081   1243.8062 543.7112    14 16
23082   212.68112 1317.138    6 16
23083   1752.2883 232.581    14 16
23084   1375.5408 1113.6426    14 16
23085   445.42917 2196.3354    12 16
23086   402.93225 1375.8308    6 16
23087   991.1306 720.4827    8 16
23088   1554.7178 1630.5771    14 16
23089   320.11716 255.31818    6 16
23090   540.6465 624.7265    4 16
23091   206.27719 155.68997    4 16
23092   1222.4065 298.9964    8 16
23093   1259.826 2308.0107    8 16
23094   1346.166 1499.8142    8 16
23095   1177.1631 1027.4063    14 16
23096   906.3977 319.9281    6 16
23097   373.3581 957.34204    8 16
23098   627.2942 260.2956    6 16
23099   1577.4751 1473.542    14 16
23100   1759.1072 1303.5801    14 16
23101   1197.0955 781.54724    6 16
23102   425.74518 128.52696    12 16
23103   704.2436 1879.479    8 16
23104   1117.2712 188.56207    8 16
23105   1013.6378 1350.7972    8 16
23106   368.88443 1703.7002    8 16
23107   354.1242 1213.6012    6 16
23108   23.171402 387.30194    8 16
23109   849.3279 837.9784    14 16
23110   1628.2626 1972.7892    2 16
23111   189.81816 1204.783    18 16
23112   1003.5469 1659.3999    8 16
23113   1343.5183 815.9217    6 16
23114   489.648 78.154274    12 16
23115   850.0762 908.33136    14 16
23116   176.55145 493.97934    8 16
23117   719.9863 1666.9005    6 16
23118   1212.0948 1559.7859    6 16
23119   1678.3058 1147.9355    14 16
23120   1810.5869 506.6576    8 16
23121   1490.8447 76.91234    8 16
23122   1562.3876 1518.7866    14 16
23123   1366.583 1274.1638    8 16
23124   1770.3801 1294.0278    8 16
23125   1636.1047 1592.7996    14 16
23126   1378.5419 207.52051    8 16
23127   304.96436 297.09497    8 16
23128   431.1222 1193.0485    6 16
23129   960.4092 1158.9141    8 16
23130   1782.5076 1976.4824    8 16
23131   1850.0582 91.732285    8 16
23132   104.8293 1100.4751    6 16
23133   774.4856 1231.3848    14 16
23134   604.03 1619.4264    8 16
23135   116.67019 1765.4097    14 16
23136   582.729 847.8762    4 16
23137   276.27908 727.4784    12 16
23138   384.72046 568.6377    6 16
23139   820.2621 163.58203    12 16
23140   366.1147 368.09177    6 16
23141   1100.8655 2126.2927    6 16
23142   220.25989 1653.1743    12 16
23143   275.17816 2180.9912    8 16
23144   752.1497 920.9888    14 16
23145   64.93477 1729.7455    8 16
23146   1228.6027 1981.846    12 16
23147   232.78998 1907.3156    6 16
23148   128.81763 1156.7039    14 16
23149   551.90027 1346.992    2 16
23150   471.9406 1102.8647    6 16
23151   287.69385 2296.0652    14 16
23152   1577.6052 677.79004    6 16
23153   1592.0929 765.71924    6 16
23154   1032.7148 948.3325    14 16
23155   1862.1936 349.90125    8 16
23156   1017.82965 571.62476    8 16
23157   1204.959 1305.8152    2 16
23158   329.4615 353.9251    8 16
23159   568.7903 1029.8091    12 16
23160   438.08795 1206.492    14 16
23161   271.39096 718.60425    6 16
23162   1639.1836 625.42206    6 16
23163   78.88982 2180.151    12 16
23164   1100.4761 36.3452    8 16
23165   1851.313 2202.0933    6 16
23166   1875.8982 902.7979    12 16
23167   1837.5505 2124.4897    8 16
23168   1663.3752 -0.3889389    14 16
23169   1360.3944 508.67413    4 16
23170   925.9196 453.3041    14 16
23171   401.05084 1435.9722    6 16
23172   315.97937 1101.9185    12 16
23173   1739.571 994.29565    8 16
23174   588.32886 2321.3628    8 16
23175   799.7384 1489.5938    6 16
23176   1438.8284 1163.1179    8 16
23177   808.4382 298.3444    8 16
23178   1492.6191 1465.0753    14 16
23179   1681.6597 1475.0039    8 16
23180   1368.777 1331.469    6 16
23181   1115.6299 -3.7766476    8 16
23182   1327.6401 378.24246    8 16
23183   795.525 1032.2998    6 16
23184   1620.8306 530.0332    14 16
23185   659.6305 622.8772    14 16
23186   339.00134 1306.492    6 16
23187   1039.2009 491.66144    8 16
23188   257.18262 877.0604    12 16
23189   1652.9026 1061.6436    8 16
23190   1287.8184 305.83746    2 16
23191   1369.9469 2262.54    8 16
23192   1215.3008 1618.2891    8 16
23193   473.13116 1075.7382    2 16
23194   316.4981 38.04927    8 16
23195   577.9461 1224.9751    14 16
23196   536.0405 326.7607    14 16
23197   395.13068 1277.4849    4 16
23198   88.32616 2116.79    8 16
23199   890.82056 840.7965    8 16
23200   1741.5925 1070.6782    8 16
23201   1259.3524 1314.5564    6 16
23202   688.65674 1145.3489    14 16
23203   770.6124 2178.836    12 16
23204   229.15231 1211.1862    8 16
23205   369.88443 1713.2617    6 16
23206   934.4744 422.31818    8 16
23207   1345.6289 2211.332    18 16
23208   755.3938 1132.0579    6 16
23209   1321.6189 1533.9343    8 16
23210   720.6378 482.41534    6 16
23211   1808.001 298.11172    14 16
23212   521.26917 1993.4382    14 16
23213   1458.8325 649.45636    6 16
23214   1310.9662 932.193    14 16
23215   1441.7073 2094.8508    8 16
23216   602.0697 1510.7452    8 16
23217   763.9105 1348.6904    10 16
23218   1609.0203 284.7624    8 16
23219   1292.8021 1457.5742    8 16
23220   1651.9585 1225.1698    8 16
23221   104.67961 823.1073    8 16
23222   274.65356 1191.4747    6 16
23223   1244.6309 1735.8452    8 16
23224   1016.81067 2308.315    8 16
23225   1790.5486 1314.539    8 16
23226   1638.3611 2270.6619    8 16
23227   1052.8547 1930.7593    4 16
23228   1317.3364 317.30496    8 16
23229   890.6696 2355.661    8 16
23230   638.7023 423.52777    14 16
23231   74.714645 2042.3921    14 16
23232   201.55984 1763.5513    8 16
23233   849.6333 957.9868    10 16
23234   1820.6135 263.60938    8 16
23235   1160.2766 1642.8733    14 16
23236   256.50412 2240.757    12 16
23237   1473.3284 1924.7913    8 16
23238   1835.2358 1083.7332    14 16
23239   473.18024 735.9166    12 16
23240   789.04724 1856.2169    18 16
23241   1560.8397 1800.0017    14 16
23242   1315.0483 1528.6508    6 16
23243   287.481 449.5636    14 16
23244   918.54443 660.7132    8 16
23245   375.39725 230.36145    6 16
23246   1264.6511 731.9602    14 16
23247   36.415073 2096.0068    14 16
23248   674.9137 656.1615    14 16
23249   1734.5808 851.0608    8 16
23250   1285.7017 2333.2876    18 16
23251   498.03113 2236.125    12 16
23252   1244.6091 1670.9125    8 16
23253   585.06934 671.11206    8 16
23254   846.6421 1584.3083    8 16
23255   346.00412 272.66547    12 16
23256   1205.049 406.5656    14 16
23257   1382.8604 2030.6831    8 16
23258   1666.6312 259.25574    8 16
23259   268.90964 2003.8379    12 16
23260   1159.2837 1742.1348    8 16
23261   1770.558 951.9676    6 16
23262   88.83508 2210.4238    14 16
23263   131.11046 634.00146    10 16
23264   673.2766 1760.4177    4 16
23265   497.31833 617.47925    8 16
23266   631.8082 1676.954    6 16
23267   1476.068 2303.7202    8 16
23268   1056.3452 1939.7734    14 16
23269   1001.75916 1700.0442    8 16
23270   848.73645 1454.5718    6 16
23271   348.70374 2231.606    8 16
23272   889.14935 166.58601    8 16
23273   279.08533 1449.9658    6 16
23274   132.03378 281.26382    8 16
23275   1068.8872 1728.1196    8 16
23276   1465.6775 1989.8306    14 16
23277   703.7854 70.21572    8 16
23278   845.2516 534.15924    14 16
23279   473.9261 327.94336    10 16
23280   1632.582 1623.6343    14 16
23281   626.48193 1247.8201    14 16
23282   551.0076 1052.1345    10 16
23283   1840.7275 1903.709    4 16
23284   883.474 977.07214    6 16
23285   487.24792 1320.7191    14 16
23286   1816.1705 138.15323    8 16
23287   1132.5608 666.5534    14 16
23288   412.77817 769.6033    14 16
23289   1590.5459 80.45424    8 16
23290   835.1387 864.67633    14 16
23291   1705.4752 369.96118    14 16
23292   1209.5414 1488.7749    14 16
23293   131.81763 1142.5535    8 16
23294   1863.8591 2064.3872    14 16
23295   24.645977 551.5999    8 16
23296   1553.5869 1901.7427    14 16
23297   1295.2854 1719.3774    6 16
23298   459.22266 726.5056    10 16
23299   928.9257 1581.8052    18 16
23300   1060.9752 2229.5503    14 16
23301   807.92737 1710.3712    12 16
23302   471.72488 1839.0911    14 16
23303   1573.5542 1197.7837    8 16
23304   1097.2148 1861.8047    6 16
23305   1158.7139 1298.9673    14 16
23306   1112.2573 80.0393    14 16
23307   1601.1993 1331.8208    14 16
23308   584.08185 873.2912    10 16
23309   1455.7091 541.4135    6 16
23310   1115.78 338.78128    2 16
23311   1176.3364 1609.1943    14 16
23312   876.1424 820.9165    8 16
23313   737.3076 496.55267    12 16
23314   1753.415 508.9593    8 16
23315   1227.8157 812.14966    14 16
23316   599.87964 2290.003    12 16
23317   1511.1173 1161.2065    8 16
23318   1782.9741 354.52313    8 16
23319   564.40173 1354.5005    2 16
23320   251.44794 294.33453    12 16
23321   284.7071 1131.4299    6 16
23322   1202.0039 1418.6226    6 16
23323   1237.9089 1376.365    6 16
23324   1642.2073 392.88757    14 16
23325   411.49542 1277.4849    6 16
23326   398.8639 2317.6318    14 16
23327   602.2788 1393.7332    10 16
23328   1055.2715 2022.8391    18 16
23329   1637.4038 935.7236    14 16
23330   844.51855 684.0438    8 16
23331   131.93324 2260.9937    12 16
23332   865.5098 1681.5825    4 16
23333   1436.5884 156.29181    8 16
23334   556.9587 491.24628    14 16
23335   914.18243 1581.8052    18 16
23336   734.28284 2067.9468    12 16
23337   828.63464 1467.307    6 16
23338   536.50653 1108.0945    2 16
23339   1782.8169 846.46234    6 16
23340   1850.1482 1576.0276    14 16
23341   1284.7017 2350.7888    20 16
23342   195.28192 1948.5237    12 16
23343   1848.5112 1300.5266    8 16
23344   1188.9961 1058.5602    2 16
23345   1129.2402 1226.9192    14 16
23346   1206.9172 1534.1923    8 16
23347   1557.8313 2212.8054    2 16
23348   459.2399 1445.5518    14 16
23349   722.7648 1796.4222    18 16
23350   952.24243 731.8605    14 16
23351   813.82544 759.31854    12 16
23352   536.06506 862.97437    14 16
23353   190.2977 592.0201    6 16
23354   359.8874 2137.017    14 16
23355   33.954704 2031.8491    8 16
23356   186.12015 30.965141    8 16
23357   1604.2429 2152.3145    2 16
23358   164.35971 110.67322    14 16
23359   1694.0605 1013.838    14 16
23360   1679.7972 1631.6257    8 16
23361   574.3634 1238.8905    14 16
23362   864.4843 627.3484    8 16
23363   627.6376 72.278824    12 16
23364   1341.8721 1893.3055    4 16
23365   251.1965 97.14957    12 16
23366   1391.5515 2296.7144    8 16
23367   551.7141 1855.8315    8 16
23368   889.47565 2222.6318    8 16
23369   1195.893 797.43884    14 16
23370   53.84761 601.11694    12 16
23371   1023.9437 331.29004    8 16
23372   678.84863 2283.7817    6 16
23373   264.8145 1747.5313    14 16
23374   679.902 258.88977    6 16
23375   534.3871 713.8737    12 16
23376   655.3683 1186.0608    14 16
23377   1323.615 1358.685    6 16
23378   871.54834 1425.7761    14 16
23379   177.78214 1730.718    8 16
23380   112.56453 1607.028    6 16
23381   1050.2238 1015.4546    8 16
23382   398.04895 316.398    14 16
23383   291.29297 388.81885    12 16
23384   979.6995 181.20552    8 16
23385   1275.5017 76.291824    8 16
23386   1847.6677 2141.5698    8 16
23387   195.27832 1227.1523    18 16
23388   1004.2939 93.49637    14 16
23389   627.7716 1033.0354    18 16
23390   1230.2605 1560.403    2 16
23391   1260.3525 325.06146    2 16
23392   586.43005 2271.2664    12 16
23393   1831.7109 2028.1816    8 16
23394   512.43915 1132.9543    4 16
23395   471.9054 1029.281    6 16
23396   659.806 1510.7952    6 16
23397   1260.2412 496.903    14 16
23398   1434.338 512.24506    8 16
23399   684.06433 2096.0103    6 16
23400   1428.5398 2210.8672    14 16
23401   1654.9429 700.8637    8 16
23402   1317.4586 31.085041    14 16
23403   514.19073 33.05909    14 16
23404   1395.1937 591.58856    8 16
23405   325.67886 1739.2673    6 16
23406   756.6869 409.0805    12 16
23407   1374.1914 478.58322    8 16
23408   1533.5553 264.58508    14 16
23409   363.26294 327.34094    6 16
23410   190.2977 580.57153    6 16
23411   1559.9244 1312.6981    8 16
23412   667.2683 2337.796    14 16
23413   1710.2603 1639.7303    14 16
23414   1552.0411 382.36493    2 16
23415   1059.7402 1774.6472    4 16
23416   610.2858 2092.7856    14 16
23417   1736.7864 2172.1675    8 16
23418   1240.6973 2316.504    18 16
23419   1193.4446 2273.461    14 16
23420   1003.2191 2011.1254    8 16
23421   1808.2222 1706.6355    2 16
23422   616.5145 1426.3953    14 16
23423   1168.446 1510.6128    6 16
23424   447.66797 607.7905    6 16
23425   1853.9808 935.75745    6 16
23426   961.3342 936.4683    8 16
23427   1565.4866 636.00635    6 16
23428   567.1659 2162.3152    12 16
23429   433.71997 830.0017    8 16
23430   1079.3193 1649.0485    8 16
23431   1349.494 332.23987    8 16
23432   558.5533 1878.531    14 16
23433   1528.0023 1104.8162    14 16
23434   1025.4448 192.56981    14 16
23435   988.7582 462.93753    8 16
23436   90.47027 69.42073    12 16
23437   60.850952 1952.7813    8 16
23438   898.5536 2131.816    14 16
23439   356.94955 792.6833    8 16
23440   1210.8098 495.1325    14 16
23441   1422.3778 1313.4875    14 16
23442   1521.4658 1344.028    14 16
23443   685.5691 133.52637    14 16
23444   1803.2278 1519.0034    2 16
23445   795.4064 311.7158    6 16
23446   158.68922 2127.538    14 16
23447   641.031 2040.3608    18 16
23448   1761.1086 28.981758    8 16
23449   1136.3914 1976.2859    8 16
23450   69.6839 1819.7078    14 16
23451   526.1598 1743.4861    6 16
23452   260.16785 253.42505    6 16
23453   170.56203 1801.3132    14 16
23454   218.03824 772.93097    14 16
23455   836.08545 307.07077    6 16
23456   1331.1746 1926.8367    18 16
23457   1303.251 1452.9171    18 16
23458   673.22266 437.9927    12 16
23459   117.60637 2165.016    12 16
23460   1651.7805 986.09595    8 16
23461   360.778 113.4816    12 16
23462   1642.4604 916.1633    14 16
23463   534.6377 1746.1824    6 16
23464   1737.1812 1250.6461    14 16
23465   242.19258 2110.1387    14 16
23466   1567.2808 2004.1816    2 16
23467   1496.1716 636.38806    6 16
23468   1374.1141 391.67236    14 16
23469   371.24487 1454.0334    6 16
23470   777.0415 480.5689    8 16
23471   745.99725 1772.9451    12 16
23472   1309.4465 1209.8971    6 16
23473   951.39026 510.50043    8 16
23474   1666.2542 405.0562    8 16
23475   735.2504 1018.65686    6 16
23476   101.5219 34.082355    14 16
23477   107.54244 651.276    6 16
23478   1052.8413 81.51377    8 16
23479   718.99854 1750.1123    8 16
23480   1487.6957 772.1583    6 16
23481   848.4845 1082.671    8 16
23482   1047.6924 328.1683    14 16
23483   1321.2561 1592.0356    8 16
23484   1394.7054 1569.4468    8 16
23485   309.92456 404.7392    6 16
23486   380.6433 883.89594    6 16
23487   602.1842 401.83026    10 16
23488   1218.9905 877.5498    2 16
23489   87.169075 1652.9523    14 16
23490   891.194 1491.1501    6 16
23491   1213.8784 1380.2161    6 16
23492   396.61066 590.04755    14 16
23493   1662.6931 76.611694    8 16
23494   1019.0965 303.7906    8 16
23495   1126.4044 849.99304    8 16
23496   1597.6782 895.4016    6 16
23497   315.97937 1113.7231    12 16
